noise_condition,dataset_type,k_features,feature_method,mean_accuracy,std_accuracy,selected_features_str
clean,original,20,advanced_stats,0.991304,0.017391,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_min, G_range, G_cv, G_p10, G_iqr, G_mad, G_grad_mean, B_min, B_cv, B_p10, B_grad_mean"
clean,original,20,advanced_stats,0.983333,0.033333,"R_std, R_var, R_range, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_range, G_cv, G_iqr, G_mad, G_grad_mean, B_mean, B_range, B_cv, B_p10, B_p25, B_p75, B_grad_mean"
clean,original,20,advanced_stats,1.0,0.0,"R_std, R_var, R_min, R_cv, R_p10, R_p25, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_iqr"
clean,original,20,hybrid,0.991304,0.017391,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_min, G_cv, G_iqr, G_mad, B_min, R_WST0_std, R_WST3_mean, R_WST18_mean, R_WST19_mean, G_WST0_std, G_WST18_mean"
clean,original,20,hybrid,0.975,0.020412,"R_std, R_var, R_mad, B_cv, R_WST0_std, R_WST2_mean, R_WST10_mean, R_WST13_mean, R_WST15_mean, G_WST2_mean, G_WST2_std, G_WST6_mean, G_WST14_mean, G_WST15_mean, B_WST1_mean, B_WST2_mean, B_WST5_std, B_WST10_std, B_WST15_mean, B_WST16_mean"
clean,original,20,hybrid,1.0,0.0,"R_std, R_var, R_min, R_cv, R_p10, R_p25, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_iqr, R_WST0_std"
clean,original,20,wst,0.974275,0.034609,"R_std, G_std, R_WST0_std, R_WST1_mean, R_WST2_mean, R_WST3_mean, R_WST7_mean, R_WST9_mean, R_WST14_mean, R_WST15_mean, R_WST18_mean, R_WST19_mean, R_WST20_mean, G_WST0_std, G_WST1_mean, G_WST3_mean, G_WST18_mean, G_WST19_mean, B_WST1_mean, B_WST3_mean"
clean,original,20,wst,0.941667,0.056519,"R_std, R_WST0_std, R_WST2_mean, R_WST6_mean, R_WST10_mean, R_WST13_mean, R_WST15_mean, G_WST2_mean, G_WST2_std, G_WST6_mean, G_WST13_mean, G_WST14_mean, G_WST15_mean, B_WST1_mean, B_WST2_mean, B_WST5_std, B_WST6_std, B_WST10_std, B_WST15_mean, B_WST16_mean"
clean,original,20,wst,0.991667,0.016667,"R_mean, R_std, G_std, B_mean, B_std, R_WST0_mean, R_WST0_std, R_WST3_mean, R_WST4_mean, R_WST5_mean, R_WST8_mean, R_WST19_mean, R_WST20_mean, R_WST24_mean, G_WST0_std, G_WST4_mean, G_WST5_mean, G_WST8_mean, B_WST0_mean, B_WST0_std"
clean,small,2,advanced_stats,0.985185,0.02963,"R_iqr, G_iqr;R_iqr, G_mad;R_grad_mean, B_cv"
clean,small,2,hybrid,0.97037,0.043192,"R_iqr, G_iqr;R_iqr, G_mad;B_WST15_std, B_WST16_mean"
clean,small,2,wst,0.925926,0.089053,"R_std, R_WST18_mean;R_WST0_std, G_WST0_std;B_WST15_std, B_WST16_mean"
clean,small,5,advanced_stats,0.97037,0.044444,"R_min, R_iqr, R_mad, G_iqr, G_mad;R_iqr, G_min, G_iqr, G_mad, B_min;R_mad, R_grad_mean, G_grad_mean, B_cv, B_grad_mean"
clean,small,5,hybrid,0.962963,0.02963,"R_min, R_iqr, R_mad, G_iqr, G_mad;R_iqr, G_min, G_iqr, G_mad, B_min;R_WST16_mean, G_WST16_mean, B_WST2_mean, B_WST15_std, B_WST16_mean"
clean,small,5,wst,0.940741,0.051104,"R_std, G_std, R_WST3_mean, R_WST18_mean, R_WST19_mean;G_std, R_WST0_std, R_WST8_mean, G_WST0_std, G_WST8_mean;R_WST16_mean, G_WST16_mean, B_WST2_mean, B_WST15_std, B_WST16_mean"
clean,small,10,advanced_stats,0.948148,0.060675,"R_std, R_min, R_iqr, R_mad, G_min, G_p10, G_iqr, G_mad, B_min, B_p10;R_min, R_iqr, R_mad, G_min, G_range, G_iqr, G_mad, B_min, B_cv, B_p10;R_std, R_var, R_mad, R_grad_mean, G_range, G_cv, G_iqr, G_grad_mean, B_cv, B_grad_mean"
clean,small,10,hybrid,0.940741,0.056383,"R_std, R_min, R_iqr, R_mad, G_min, G_p10, G_iqr, G_mad, B_min, B_p10;R_min, R_iqr, R_mad, G_min, G_range, G_iqr, G_mad, B_min, B_cv, B_p10;R_WST16_mean, G_WST2_mean, G_WST6_mean, G_WST14_mean, G_WST16_mean, G_WST18_mean, B_WST2_mean, B_WST15_std, B_WST16_mean, B_WST18_mean"
clean,small,10,wst,0.940741,0.056383,"R_std, G_std, R_WST0_std, R_WST3_mean, R_WST4_mean, R_WST7_mean, R_WST8_mean, R_WST18_mean, R_WST19_mean, G_WST0_std;R_std, G_std, R_WST0_std, R_WST4_mean, R_WST5_mean, R_WST6_mean, R_WST8_mean, G_WST0_std, G_WST8_mean, B_WST0_std;R_WST16_mean, G_WST2_mean, G_WST6_mean, G_WST14_mean, G_WST16_mean, G_WST18_mean, B_WST2_mean, B_WST15_std, B_WST16_mean, B_WST18_mean"
clean,small,20,advanced_stats,0.948148,0.065918,"R_std, R_var, R_min, R_range, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_min, G_range, G_cv, G_p10, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25;R_std, R_var, R_min, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_iqr, B_mad;R_std, R_var, R_range, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_range, G_cv, G_iqr, G_mad, G_grad_mean, B_std, B_var, B_max, B_range, B_cv, B_mad, B_grad_mean"
clean,small,20,hybrid,0.955556,0.047942,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_min, G_range, G_cv, G_p10, G_iqr, G_mad, B_min, B_p10, B_p25, R_WST3_mean, R_WST18_mean, R_WST19_mean;R_min, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_iqr, G_mad, B_min, B_cv, B_p10, B_iqr, B_mad, R_WST0_std, R_WST8_mean, G_WST0_std, G_WST8_mean;R_grad_mean, B_cv, R_WST2_mean, R_WST6_mean, R_WST16_mean, G_WST2_mean, G_WST6_mean, G_WST13_mean, G_WST14_mean, G_WST15_mean, G_WST15_std, G_WST16_mean, G_WST18_mean, G_WST21_std, B_WST2_mean, B_WST6_mean, B_WST15_mean, B_WST15_std, B_WST16_mean, B_WST18_mean"
clean,small,20,wst,0.918519,0.078987,"R_std, G_std, R_WST0_std, R_WST2_mean, R_WST3_mean, R_WST4_mean, R_WST5_mean, R_WST7_mean, R_WST8_mean, R_WST18_mean, R_WST19_mean, R_WST20_mean, R_WST24_mean, G_WST0_std, G_WST2_mean, G_WST3_mean, G_WST4_mean, G_WST5_mean, G_WST8_mean, G_WST18_mean;R_std, G_std, B_mean, B_std, R_WST0_mean, R_WST0_std, R_WST2_mean, R_WST4_mean, R_WST5_mean, R_WST6_mean, R_WST7_mean, R_WST8_mean, R_WST23_mean, G_WST0_std, G_WST2_mean, G_WST4_mean, G_WST6_mean, G_WST8_mean, B_WST0_mean, B_WST0_std;R_WST2_mean, R_WST6_mean, R_WST16_mean, R_WST17_mean, G_WST2_mean, G_WST6_mean, G_WST13_mean, G_WST14_mean, G_WST15_mean, G_WST15_std, G_WST16_mean, G_WST18_mean, G_WST21_std, B_WST2_mean, B_WST6_mean, B_WST13_mean, B_WST15_mean, B_WST15_std, B_WST16_mean, B_WST18_mean"
poisson40,mini,2,advanced_stats,0.555556,0.088889,"R_max, B_max;R_max, R_p10;R_max, G_max"
poisson40,mini,2,hybrid,0.644444,0.172037,"R_min, R_max;R_max, B_max;R_max, R_wst_std_11"
poisson40,mini,2,wst,0.911111,0.133333,"B_wst_mean_67, B_wst_std_49;B_wst_mean_0, B_wst_mean_58;R_wst_std_12, G_wst_mean_9"
poisson40,mini,5,advanced_stats,0.711111,0.246447,"R_min, R_max, R_range, B_min, B_max;R_p10, R_p25, G_min, G_range, B_max;R_var, R_max, G_max, G_grad_mean, B_skew"
poisson40,mini,5,hybrid,0.888889,0.153311,"R_min, R_max, B_max, B_wst_mean_67, B_wst_mean_78;R_max, R_p10, G_range, B_min, B_wst_mean_58;R_max, G_max, R_wst_std_0, R_wst_std_11, R_wst_std_12"
poisson40,mini,5,wst,0.911111,0.108866,"B_wst_mean_46, B_wst_mean_48, B_wst_mean_67, B_wst_mean_76, B_wst_mean_79;B_wst_mean_0, B_wst_mean_47, B_wst_mean_56, B_wst_mean_58, B_wst_mean_68;R_wst_std_0, R_wst_std_10, R_wst_std_12, R_wst_std_13, G_wst_mean_9"
poisson40,mini,10,advanced_stats,0.844444,0.182025,"R_std, R_min, R_max, R_mad, G_var, B_min, B_max, B_cv, B_p10, B_p50;R_min, R_max, R_range, R_p10, R_p25, G_std, G_range, B_mean, B_min, B_p10;R_std, R_var, R_max, R_mad, G_max, B_var, B_max, B_skew, B_kurt, B_grad_mean"
poisson40,mini,10,hybrid,0.933333,0.098878,"R_min, R_max, R_range, B_wst_mean_41, B_wst_mean_44, B_wst_mean_46, B_wst_mean_48, B_wst_mean_56, B_wst_mean_67, B_wst_mean_79;R_min, R_max, R_range, R_p10, G_min, G_p10, B_min, G_wst_std_0, B_wst_mean_50, B_wst_mean_58;R_max, G_max, R_wst_std_0, R_wst_std_10, R_wst_std_11, R_wst_std_12, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_std_13"
poisson40,mini,10,wst,0.911111,0.143322,"R_wst_mean_55, G_wst_std_58, B_wst_mean_22, B_wst_mean_28, B_wst_mean_44, B_wst_mean_46, B_wst_mean_56, B_wst_mean_67, B_wst_mean_78, B_wst_std_49;R_wst_mean_0, R_wst_std_0, R_wst_std_48, G_wst_std_0, B_wst_mean_40, B_wst_mean_47, B_wst_mean_50, B_wst_mean_58, B_wst_mean_68, B_wst_std_42;R_wst_std_0, R_wst_std_10, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_std_13, B_wst_std_13"
poisson40,mini,20,advanced_stats,0.844444,0.159162,"R_std, R_var, R_min, R_max, R_cv, R_mad, G_std, G_var, G_min, G_range, G_iqr, G_mad, B_mean, B_min, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90;R_mean, R_min, R_max, R_range, R_p10, R_p25, R_mad, G_std, G_var, G_min, G_range, G_p50, G_mad, B_mean, B_max, B_cv, B_p10, B_p25, B_p50, B_p75;R_std, R_var, R_max, R_mad, R_grad_mean, G_var, G_max, G_range, G_iqr, G_mad, G_grad_mean, B_std, B_var, B_range, B_skew, B_kurt, B_p10, B_p50, B_p75, B_grad_mean"
poisson40,mini,20,hybrid,0.888889,0.143322,"R_max, R_range, B_max, B_p10, B_wst_mean_0, B_wst_mean_22, B_wst_mean_23, B_wst_mean_28, B_wst_mean_40, B_wst_mean_44, B_wst_mean_46, B_wst_mean_47, B_wst_mean_48, B_wst_mean_52, B_wst_mean_56, B_wst_mean_67, B_wst_mean_74, B_wst_mean_76, B_wst_std_48, B_wst_std_49;R_min, R_max, R_p10, R_p90, G_var, G_min, B_mean, B_min, B_p10, B_p25, B_p50, G_wst_std_0, B_wst_mean_0, B_wst_mean_40, B_wst_mean_50, B_wst_mean_56, B_wst_mean_58, B_wst_mean_68, B_wst_std_36, B_wst_std_42;R_max, G_max, R_wst_mean_10, R_wst_mean_11, R_wst_mean_13, R_wst_std_0, R_wst_std_10, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_9, G_wst_mean_10, G_wst_mean_12, G_wst_std_10, G_wst_std_12, G_wst_std_13, G_wst_std_14, B_wst_mean_14, B_wst_std_12, B_wst_std_13"
poisson40,mini,20,wst,0.888889,0.108866,"R_wst_mean_55, G_wst_std_31, G_wst_std_58, B_wst_mean_22, B_wst_mean_38, B_wst_mean_41, B_wst_mean_43, B_wst_mean_44, B_wst_mean_46, B_wst_mean_47, B_wst_mean_48, B_wst_mean_54, B_wst_mean_67, B_wst_mean_68, B_wst_mean_75, B_wst_mean_76, B_wst_mean_77, B_wst_mean_78, B_wst_std_47, B_wst_std_49;R_wst_mean_0, R_wst_mean_2, R_wst_std_0, G_wst_std_0, G_wst_std_14, B_wst_mean_0, B_wst_mean_39, B_wst_mean_40, B_wst_mean_42, B_wst_mean_43, B_wst_mean_47, B_wst_mean_50, B_wst_mean_51, B_wst_mean_56, B_wst_mean_58, B_wst_mean_67, B_wst_mean_68, B_wst_std_36, B_wst_std_44, B_wst_std_67;R_wst_mean_9, R_wst_mean_11, R_wst_mean_13, R_wst_std_0, R_wst_std_10, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_std_10, G_wst_std_12, G_wst_std_13, G_wst_std_14, B_wst_mean_14, B_wst_std_12, B_wst_std_13, B_wst_std_14, B_wst_std_54"
poisson40,original,2,advanced_stats,0.948188,0.017586,"G_std, G_cv"
poisson40,original,2,advanced_stats,0.933333,0.033333,"B_skew, B_iqr"
poisson40,original,2,advanced_stats,1.0,0.0,"G_mad, B_cv"
poisson40,original,2,hybrid,0.930797,0.059141,"G_cv, G_wst_std_0"
poisson40,original,2,hybrid,0.958333,0.026352,"B_skew, R_wst_std_0"
poisson40,original,2,hybrid,1.0,0.0,"G_mad, B_cv"
poisson40,original,2,wst,0.905072,0.064015,"R_wst_std_0, G_wst_std_0"
poisson40,original,2,wst,0.95,0.03118,"R_wst_std_0, R_wst_std_12"
poisson40,original,2,wst,0.966667,0.048591,"R_wst_std_0, G_wst_std_0"
poisson40,original,5,advanced_stats,0.939493,0.021606,"G_std, G_var, G_cv, G_mad, B_cv"
poisson40,original,5,advanced_stats,0.983333,0.033333,"R_std, R_var, G_iqr, B_skew, B_iqr"
poisson40,original,5,advanced_stats,0.991667,0.016667,"G_std, G_var, G_mad, B_min, B_cv"
poisson40,original,5,hybrid,0.913768,0.04765,"G_std, G_var, G_cv, R_wst_std_0, G_wst_std_0"
poisson40,original,5,hybrid,0.983333,0.020412,"R_iqr, G_iqr, B_skew, R_wst_std_0, R_wst_std_12"
poisson40,original,5,hybrid,0.991667,0.016667,"R_cv, G_std, G_var, G_mad, B_cv"
poisson40,original,5,wst,0.913768,0.072767,"R_wst_std_0, G_wst_std_0, B_wst_mean_47, B_wst_mean_56, B_wst_mean_69"
poisson40,original,5,wst,0.958333,0.026352,"R_wst_std_0, R_wst_std_12, G_wst_std_11, B_wst_mean_13, B_wst_std_14"
poisson40,original,5,wst,0.966667,0.040825,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_22, B_wst_std_0"
poisson40,original,10,advanced_stats,0.930797,0.035061,"R_std, R_var, R_cv, R_mad, G_std, G_var, G_min, G_cv, G_mad, B_cv"
poisson40,original,10,advanced_stats,0.975,0.033333,"R_std, R_var, R_iqr, R_mad, G_std, G_var, G_iqr, B_mean, B_skew, B_iqr"
poisson40,original,10,advanced_stats,0.983333,0.020412,"R_cv, R_p10, R_mad, G_std, G_var, G_mad, B_min, B_cv, B_p10, B_p25"
poisson40,original,10,hybrid,0.939493,0.044487,"R_var, R_cv, G_std, G_var, G_min, G_cv, G_mad, B_cv, R_wst_std_0, G_wst_std_0"
poisson40,original,10,hybrid,0.991667,0.016667,"R_iqr, G_iqr, B_skew, R_wst_std_0, R_wst_std_11, R_wst_std_12, G_wst_mean_10, G_wst_std_11, B_wst_mean_13, B_wst_std_14"
poisson40,original,10,hybrid,0.975,0.033333,"R_cv, G_std, G_var, G_mad, B_min, B_cv, B_p10, B_p25, R_wst_std_0, G_wst_std_0"
poisson40,original,10,wst,0.922826,0.063043,"R_wst_mean_4, R_wst_std_0, G_wst_std_0, B_wst_mean_39, B_wst_mean_47, B_wst_mean_56, B_wst_mean_58, B_wst_mean_65, B_wst_mean_69, B_wst_mean_76"
poisson40,original,10,wst,0.966667,0.03118,"R_wst_std_0, R_wst_std_11, R_wst_std_12, G_wst_mean_10, G_wst_mean_13, G_wst_std_0, G_wst_std_11, B_wst_mean_13, B_wst_mean_15, B_wst_std_14"
poisson40,original,10,wst,0.958333,0.026352,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_20, B_wst_mean_21, B_wst_mean_22, B_wst_mean_39, B_wst_mean_76, B_wst_mean_77, B_wst_std_0"
poisson40,original,20,advanced_stats,0.939493,0.044487,"R_std, R_var, R_min, R_cv, R_p50, R_p75, R_mad, G_std, G_var, G_min, G_range, G_cv, G_p10, G_p25, G_mad, B_min, B_cv, B_p10, B_p25, B_p50"
poisson40,original,20,advanced_stats,0.975,0.033333,"R_std, R_var, R_iqr, R_mad, G_std, G_var, G_iqr, G_mad, B_mean, B_max, B_range, B_skew, B_kurt, B_cv, B_p25, B_p50, B_p90, B_iqr, B_mad, B_grad_mean"
poisson40,original,20,advanced_stats,0.983333,0.020412,"R_std, R_var, R_min, R_range, R_cv, R_p10, R_p25, R_mad, G_std, G_var, G_min, G_cv, G_iqr, G_mad, B_mean, B_min, B_cv, B_p10, B_p25, B_p50"
poisson40,original,20,hybrid,0.956522,0.047628,"R_std, R_var, R_cv, R_mad, G_std, G_var, G_min, G_range, G_cv, G_p10, G_mad, B_min, B_cv, B_p10, B_p50, R_wst_std_0, G_wst_std_0, B_wst_mean_47, B_wst_mean_56, B_wst_mean_69"
poisson40,original,20,hybrid,0.975,0.033333,"R_std, R_var, R_iqr, R_mad, G_iqr, B_skew, B_iqr, R_wst_mean_13, R_wst_std_0, R_wst_std_11, R_wst_std_12, G_wst_mean_10, G_wst_mean_13, G_wst_std_0, G_wst_std_11, B_wst_mean_5, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15, B_wst_std_14"
poisson40,original,20,hybrid,0.991667,0.016667,"R_std, R_var, R_min, R_cv, R_p10, R_p25, R_mad, G_std, G_var, G_mad, B_mean, B_min, B_cv, B_p10, B_p25, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_22, B_wst_std_0"
poisson40,original,20,wst,0.913768,0.04765,"R_wst_mean_4, R_wst_mean_6, R_wst_mean_19, R_wst_mean_50, R_wst_mean_51, R_wst_mean_60, R_wst_std_0, G_wst_mean_68, G_wst_std_0, B_wst_mean_33, B_wst_mean_39, B_wst_mean_42, B_wst_mean_47, B_wst_mean_56, B_wst_mean_57, B_wst_mean_58, B_wst_mean_65, B_wst_mean_67, B_wst_mean_69, B_wst_mean_76"
poisson40,original,20,wst,0.975,0.033333,"R_wst_mean_13, R_wst_std_0, R_wst_std_9, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_10, G_wst_mean_13, G_wst_std_0, G_wst_std_11, B_wst_mean_5, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15, B_wst_mean_16, B_wst_mean_73, B_wst_std_13, B_wst_std_14"
